time,01JP301D01,01JP301D05
2022-04-20 19:17:48+00:00,107.0,
2022-04-20 19:18:12+00:00,,27.6
2022-04-20 19:18:41+00:00,,31.56
2022-04-20 19:18:47+00:00,263.0,
2022-04-20 19:19:10+00:00,,34.56
2022-04-20 19:19:39+00:00,,34.56
2022-04-20 19:19:46+00:00,287.0,
2022-04-20 19:20:08+00:00,,35.88
2022-04-20 19:20:37+00:00,,36.24
2022-04-20 19:20:45+00:00,302.0,
2022-04-20 19:21:06+00:00,,36.24
2022-04-20 19:21:35+00:00,,36.6
2022-04-20 19:21:44+00:00,304.0,
2022-04-20 19:22:04+00:00,,36.84
2022-04-20 19:22:33+00:00,,36.96
2022-04-20 19:22:43+00:00,309.0,
2022-04-20 19:23:02+00:00,,37.08
2022-04-20 19:23:31+00:00,,0.24
2022-04-20 19:23:42+00:00,2.0,
2022-04-20 19:24:00+00:00,,0.24
2022-04-20 19:24:29+00:00,,0.24
2022-04-20 19:24:41+00:00,2.0,
2022-04-20 19:24:58+00:00,,0.24
2022-04-20 19:25:27+00:00,,0.24
2022-04-20 19:25:40+00:00,2.0,
2022-04-20 19:25:56+00:00,,0.24
2022-04-20 19:26:25+00:00,,0.24
2022-04-20 19:26:39+00:00,2.0,
2022-04-20 19:26:54+00:00,,0.24
2022-04-20 19:27:23+00:00,,0.24
2022-04-20 19:27:38+00:00,2.0,
2022-04-20 19:27:52+00:00,,0.24
2022-04-20 19:28:21+00:00,,0.24
2022-04-20 19:28:37+00:00,2.0,
2022-04-20 19:28:50+00:00,,0.24
2022-04-20 19:29:19+00:00,,0.24
2022-04-20 19:29:36+00:00,2.0,
2022-04-20 19:29:48+00:00,,0.24
2022-04-20 19:30:17+00:00,,0.24
2022-04-20 19:30:35+00:00,2.0,
2022-04-20 19:30:46+00:00,,0.24
2022-04-20 19:31:15+00:00,,0.24
2022-04-20 19:31:34+00:00,2.0,
2022-04-20 19:31:44+00:00,,0.24
2022-04-20 19:32:13+00:00,,0.24
2022-04-20 19:32:33+00:00,2.0,
2022-04-20 19:32:42+00:00,,0.24
2022-04-20 19:33:11+00:00,,0.24
2022-04-20 19:33:32+00:00,2.0,
2022-04-20 19:33:40+00:00,,0.24
2022-04-20 19:34:09+00:00,,0.24
2022-04-20 19:34:31+00:00,2.0,
2022-04-20 19:34:38+00:00,,0.24
2022-04-20 19:35:07+00:00,,0.24
2022-04-20 19:35:30+00:00,2.0,
2022-04-20 19:35:36+00:00,,0.24
2022-04-20 19:36:05+00:00,,0.24
2022-04-20 19:36:29+00:00,2.0,
2022-04-20 19:36:34+00:00,,0.24
2022-04-20 19:37:03+00:00,,0.24
2022-04-20 19:37:28+00:00,2.0,
2022-04-20 19:37:32+00:00,,0.24
2022-04-20 19:38:01+00:00,,0.24
2022-04-20 19:38:27+00:00,2.0,
2022-04-20 19:38:30+00:00,,0.24
2022-04-20 19:38:59+00:00,,0.24
2022-04-20 19:39:26+00:00,2.0,
2022-04-20 19:39:28+00:00,,0.24
2022-04-20 19:39:57+00:00,,0.24
2022-04-20 19:40:25+00:00,2.0,
2022-04-20 19:40:26+00:00,,0.24
2022-04-20 19:40:55+00:00,,0.24
2022-04-20 19:41:24+00:00,2.0,0.24
2022-04-20 19:41:53+00:00,,0.24
2022-04-20 19:42:22+00:00,,0.24
2022-04-20 19:42:23+00:00,2.0,
2022-04-20 19:42:51+00:00,,0.24
2022-04-20 19:43:20+00:00,,0.24
2022-04-20 19:43:22+00:00,2.0,
2022-04-20 19:43:49+00:00,,0.24
2022-04-20 19:44:18+00:00,,0.24
2022-04-20 19:44:21+00:00,2.0,
2022-04-20 19:44:47+00:00,,0.24
2022-04-20 19:45:16+00:00,,0.24
2022-04-20 19:45:20+00:00,2.0,
2022-04-20 19:45:45+00:00,,0.24
2022-04-20 19:46:14+00:00,,0.24
2022-04-20 19:46:19+00:00,2.0,
2022-04-20 19:46:43+00:00,,0.24
2022-04-20 19:47:12+00:00,,0.24
2022-04-20 19:47:18+00:00,2.0,
2022-04-20 19:47:41+00:00,,0.24
2022-04-20 19:48:10+00:00,,0.24
2022-04-20 19:48:17+00:00,2.0,
2022-04-20 19:48:39+00:00,,0.24
2022-04-20 19:49:08+00:00,,0.24
2022-04-20 19:49:16+00:00,2.0,
2022-04-20 19:49:37+00:00,,0.24
2022-04-20 19:50:06+00:00,,0.24
2022-04-20 19:50:15+00:00,2.0,
2022-04-20 19:50:35+00:00,,0.24
2022-04-20 19:51:04+00:00,,0.24
2022-04-20 19:51:14+00:00,2.0,
2022-04-20 19:51:33+00:00,,0.24
2022-04-20 19:52:02+00:00,,0.24
2022-04-20 19:52:13+00:00,2.0,
2022-04-20 19:52:31+00:00,,0.24
2022-04-20 19:53:00+00:00,,0.24
2022-04-20 19:53:12+00:00,36.0,
2022-04-20 19:53:29+00:00,,15.12
2022-04-20 19:53:58+00:00,,17.88
2022-04-20 19:54:11+00:00,149.0,
2022-04-20 19:54:27+00:00,,17.76
2022-04-20 19:54:56+00:00,,17.76
2022-04-20 19:55:10+00:00,148.0,
2022-04-20 19:55:25+00:00,,17.76
2022-04-20 19:55:54+00:00,,17.64
2022-04-20 19:56:09+00:00,147.0,
2022-04-20 19:56:23+00:00,,17.64
2022-04-20 19:56:52+00:00,,17.76
2022-04-20 19:57:08+00:00,147.0,
2022-04-20 19:57:21+00:00,,17.64
2022-04-20 19:57:50+00:00,,17.64
2022-04-20 19:58:07+00:00,147.0,
2022-04-20 19:58:19+00:00,,17.64
2022-04-20 19:58:48+00:00,,17.64
2022-04-20 19:59:06+00:00,147.0,
2022-04-20 19:59:17+00:00,,17.64
2022-04-20 19:59:46+00:00,,17.52
2022-04-20 20:00:05+00:00,147.0,
2022-04-20 20:00:15+00:00,,17.64
2022-04-20 20:00:44+00:00,,17.64
2022-04-20 20:01:04+00:00,147.0,
2022-04-20 20:01:13+00:00,,17.76
2022-04-20 20:01:42+00:00,,17.76
2022-04-20 20:02:03+00:00,148.0,
2022-04-20 20:02:12+00:00,,17.88
2022-04-20 20:02:41+00:00,,17.76
2022-04-20 20:03:02+00:00,148.0,
2022-04-20 20:03:10+00:00,,17.76
2022-04-20 20:03:39+00:00,,17.76
2022-04-20 20:04:01+00:00,148.0,
2022-04-20 20:04:08+00:00,,17.76
2022-04-20 20:04:37+00:00,,17.76
2022-04-20 20:05:00+00:00,148.0,
2022-04-20 20:05:06+00:00,,17.64
2022-04-20 20:05:35+00:00,,17.64
2022-04-20 20:05:59+00:00,147.0,
2022-04-20 20:06:04+00:00,,17.64
2022-04-20 20:06:33+00:00,,17.64
2022-04-20 20:06:58+00:00,147.0,
2022-04-20 20:07:02+00:00,,17.52
2022-04-20 20:07:31+00:00,,17.52
2022-04-20 20:07:57+00:00,145.0,
2022-04-20 20:08:00+00:00,,17.4
2022-04-20 20:08:29+00:00,,17.4
2022-04-20 20:08:56+00:00,145.0,
2022-04-20 20:08:58+00:00,,17.4
2022-04-20 20:09:27+00:00,,17.4
2022-04-20 20:09:55+00:00,145.0,
2022-04-20 20:09:56+00:00,,17.4
2022-04-20 20:10:25+00:00,,17.28
2022-04-20 20:10:54+00:00,145.0,17.4
2022-04-20 20:11:23+00:00,,17.4
2022-04-20 20:11:52+00:00,,17.4
2022-04-20 20:11:53+00:00,145.0,
2022-04-20 20:12:21+00:00,,17.4
2022-04-20 20:12:50+00:00,,17.4
2022-04-20 20:12:52+00:00,146.0,
2022-04-20 20:13:19+00:00,,17.4
2022-04-20 20:13:48+00:00,,17.52
2022-04-20 20:13:51+00:00,145.0,
2022-04-20 20:14:17+00:00,,17.52
2022-04-20 20:14:46+00:00,,17.52
2022-04-20 20:14:50+00:00,145.0,
2022-04-20 20:15:15+00:00,,17.52
2022-04-20 20:15:44+00:00,,17.52
2022-04-20 20:15:49+00:00,146.0,
2022-04-20 20:16:13+00:00,,17.52
2022-04-20 20:16:42+00:00,,17.52
2022-04-20 20:16:48+00:00,146.0,
2022-04-20 20:17:11+00:00,,17.64
2022-04-20 20:17:40+00:00,,17.64
2022-04-20 20:17:47+00:00,147.0,
2022-04-20 20:18:09+00:00,,17.64
2022-04-20 20:18:38+00:00,,17.76
2022-04-20 20:18:46+00:00,147.0,
2022-04-20 20:19:07+00:00,,17.64
2022-04-20 20:19:36+00:00,,17.76
2022-04-20 20:19:45+00:00,148.0,
2022-04-20 20:20:05+00:00,,17.88
2022-04-20 20:20:34+00:00,,17.88
2022-04-20 20:20:44+00:00,149.0,
2022-04-20 20:21:03+00:00,,17.88
2022-04-20 20:21:32+00:00,,17.88
2022-04-20 20:21:43+00:00,149.0,
2022-04-20 20:22:01+00:00,,17.88
2022-04-20 20:22:30+00:00,,17.88
2022-04-20 20:22:42+00:00,149.0,
2022-04-20 20:22:59+00:00,,17.88
2022-04-20 20:23:28+00:00,,17.88
2022-04-20 20:23:41+00:00,149.0,
2022-04-20 20:23:57+00:00,,17.88
2022-04-20 20:24:26+00:00,,17.88
2022-04-20 20:24:40+00:00,149.0,
2022-04-20 20:24:55+00:00,,17.88
2022-04-20 20:25:24+00:00,,17.88
2022-04-20 20:25:39+00:00,149.0,
2022-04-20 20:25:53+00:00,,17.88
2022-04-20 20:26:22+00:00,,17.88
2022-04-20 20:26:38+00:00,149.0,
2022-04-20 20:26:51+00:00,,17.88
2022-04-20 20:27:20+00:00,,17.88
2022-04-20 20:27:37+00:00,150.0,
2022-04-20 20:27:49+00:00,,17.88
2022-04-20 20:28:18+00:00,,17.88
2022-04-20 20:28:36+00:00,149.0,
2022-04-20 20:28:47+00:00,,17.88
2022-04-20 20:29:16+00:00,,17.88
2022-04-20 20:29:35+00:00,149.0,
2022-04-20 20:29:45+00:00,,17.88
2022-04-20 20:30:14+00:00,,17.88
2022-04-20 20:30:34+00:00,149.0,
2022-04-20 20:30:43+00:00,,17.88
2022-04-20 20:31:12+00:00,,17.88
2022-04-20 20:31:33+00:00,149.0,
2022-04-20 20:31:41+00:00,,17.88
2022-04-20 20:32:10+00:00,,17.88
2022-04-20 20:32:32+00:00,149.0,
2022-04-20 20:32:39+00:00,,17.88
2022-04-20 20:33:08+00:00,,17.88
2022-04-20 20:33:31+00:00,149.0,
2022-04-20 20:33:37+00:00,,17.88
2022-04-20 20:34:06+00:00,,17.88
2022-04-20 20:34:30+00:00,149.0,
2022-04-20 20:34:35+00:00,,17.88
2022-04-20 20:35:04+00:00,,17.88
2022-04-20 20:35:29+00:00,149.0,
2022-04-20 20:35:33+00:00,,17.88
2022-04-20 20:36:02+00:00,,17.88
2022-04-20 20:36:28+00:00,149.0,
2022-04-20 20:36:31+00:00,,17.88
2022-04-20 20:37:00+00:00,,17.88
2022-04-20 20:37:27+00:00,149.0,
2022-04-20 20:37:29+00:00,,17.88
2022-04-20 20:37:58+00:00,,17.88
2022-04-20 20:38:26+00:00,149.0,
2022-04-20 20:38:27+00:00,,17.88
2022-04-20 20:38:56+00:00,,17.88
2022-04-20 20:39:25+00:00,149.0,17.88
2022-04-20 20:39:54+00:00,,17.88
2022-04-20 20:40:23+00:00,,17.88
2022-04-20 20:40:24+00:00,149.0,
2022-04-20 20:40:52+00:00,,17.88
2022-04-20 20:41:21+00:00,,17.88
2022-04-20 20:41:23+00:00,149.0,
2022-04-20 20:41:50+00:00,,17.88
2022-04-20 20:42:19+00:00,,17.88
2022-04-20 20:42:22+00:00,149.0,
2022-04-20 20:42:48+00:00,,17.88
2022-04-20 20:43:17+00:00,,17.76
2022-04-20 20:43:21+00:00,148.0,
2022-04-20 20:43:46+00:00,,17.76
2022-04-20 20:44:15+00:00,,17.88
2022-04-20 20:44:20+00:00,149.0,
2022-04-20 20:44:44+00:00,,17.88
2022-04-20 20:45:13+00:00,,17.88
2022-04-20 20:45:19+00:00,149.0,
2022-04-20 20:45:42+00:00,,17.88
2022-04-20 20:46:11+00:00,,18.0
2022-04-20 20:46:18+00:00,150.0,
2022-04-20 20:46:40+00:00,,18.0
2022-04-20 20:47:09+00:00,,18.0
2022-04-20 20:47:17+00:00,151.0,
2022-04-20 20:47:38+00:00,,18.0
2022-04-20 20:48:07+00:00,,18.12
2022-04-20 20:48:16+00:00,151.0,
2022-04-20 20:48:36+00:00,,18.12
2022-04-20 20:49:05+00:00,,18.12
2022-04-20 20:49:15+00:00,151.0,
2022-04-20 20:49:34+00:00,,18.12
2022-04-20 20:50:03+00:00,,18.12
2022-04-20 20:50:14+00:00,151.0,
2022-04-20 20:50:32+00:00,,18.12
2022-04-20 20:51:01+00:00,,18.12
2022-04-20 20:51:13+00:00,151.0,
2022-04-20 20:51:30+00:00,,18.12
2022-04-20 20:51:59+00:00,,18.24
2022-04-20 20:52:12+00:00,151.0,
2022-04-20 20:52:28+00:00,,18.24
2022-04-20 20:52:57+00:00,,18.24
2022-04-20 20:53:11+00:00,152.0,
2022-04-20 20:53:26+00:00,,18.24
2022-04-20 20:53:55+00:00,,18.36
2022-04-20 20:54:10+00:00,153.0,
2022-04-20 20:54:24+00:00,,18.36
2022-04-20 20:54:54+00:00,,18.36
2022-04-20 20:55:09+00:00,153.0,
2022-04-20 20:55:23+00:00,,18.36
2022-04-20 20:55:52+00:00,,18.36
2022-04-20 20:56:08+00:00,153.0,
2022-04-20 20:56:21+00:00,,18.36
2022-04-20 20:56:50+00:00,,18.36
2022-04-20 20:57:07+00:00,153.0,
2022-04-20 20:57:19+00:00,,18.48
2022-04-20 20:57:48+00:00,,18.48
2022-04-20 20:58:06+00:00,155.0,
2022-04-20 20:58:17+00:00,,18.48
2022-04-20 20:58:46+00:00,,18.48
2022-04-20 20:59:05+00:00,154.0,
2022-04-20 20:59:15+00:00,,18.48
2022-04-20 20:59:44+00:00,,18.48
2022-04-20 21:00:04+00:00,154.0,
2022-04-20 21:00:13+00:00,,18.48
2022-04-20 21:00:42+00:00,,18.6
2022-04-20 21:01:03+00:00,154.0,
2022-04-20 21:01:11+00:00,,18.6
2022-04-20 21:01:40+00:00,,18.6
2022-04-20 21:02:02+00:00,154.0,
2022-04-20 21:02:09+00:00,,18.6
2022-04-20 21:02:38+00:00,,18.48
2022-04-20 21:03:01+00:00,154.0,
2022-04-20 21:03:07+00:00,,18.48
2022-04-20 21:03:36+00:00,,18.48
2022-04-20 21:04:01+00:00,154.0,
2022-04-20 21:04:05+00:00,,18.48
2022-04-20 21:04:34+00:00,,18.48
2022-04-20 21:05:00+00:00,155.0,
2022-04-20 21:05:03+00:00,,18.6
2022-04-20 21:05:32+00:00,,18.6
2022-04-20 21:05:59+00:00,155.0,
2022-04-20 21:06:01+00:00,,18.6
2022-04-20 21:06:30+00:00,,18.48
2022-04-20 21:06:58+00:00,155.0,
2022-04-20 21:06:59+00:00,,18.6
2022-04-20 21:07:28+00:00,,18.6
2022-04-20 21:07:57+00:00,155.0,18.6
2022-04-20 21:08:26+00:00,,18.6
2022-04-20 21:08:55+00:00,,18.6
2022-04-20 21:08:56+00:00,155.0,
2022-04-20 21:09:24+00:00,,18.6
2022-04-20 21:09:53+00:00,,18.48
2022-04-20 21:09:55+00:00,155.0,
2022-04-20 21:10:22+00:00,,18.48
2022-04-20 21:10:51+00:00,,18.48
2022-04-20 21:10:54+00:00,154.0,
2022-04-20 21:11:20+00:00,,18.48
2022-04-20 21:11:49+00:00,,18.48
2022-04-20 21:11:53+00:00,154.0,
2022-04-20 21:12:18+00:00,,18.48
2022-04-20 21:12:47+00:00,,18.48
2022-04-20 21:12:52+00:00,154.0,
2022-04-20 21:13:16+00:00,,18.48
2022-04-20 21:13:45+00:00,,18.48
2022-04-20 21:13:51+00:00,154.0,
2022-04-20 21:14:14+00:00,,18.48
2022-04-20 21:14:43+00:00,,18.48
2022-04-20 21:14:50+00:00,154.0,
2022-04-20 21:15:12+00:00,,18.48
2022-04-20 21:15:41+00:00,,18.48
2022-04-20 21:15:49+00:00,154.0,
2022-04-20 21:16:10+00:00,,18.48
2022-04-20 21:16:39+00:00,,18.36
2022-04-20 21:16:48+00:00,154.0,
2022-04-20 21:17:08+00:00,,18.36
2022-04-20 21:17:37+00:00,,18.48
2022-04-20 21:17:47+00:00,153.0,
2022-04-20 21:18:06+00:00,,18.48
2022-04-20 21:18:35+00:00,,18.48
2022-04-20 21:18:46+00:00,153.0,
2022-04-20 21:19:04+00:00,,18.36
2022-04-20 21:19:33+00:00,,18.48
2022-04-20 21:19:45+00:00,154.0,
2022-04-20 21:20:02+00:00,,18.48
2022-04-20 21:20:31+00:00,,18.48
2022-04-20 21:20:44+00:00,154.0,
2022-04-20 21:21:00+00:00,,18.48
2022-04-20 21:21:29+00:00,,18.48
2022-04-20 21:21:43+00:00,154.0,
2022-04-20 21:21:58+00:00,,18.48
2022-04-20 21:22:27+00:00,,18.48
2022-04-20 21:22:42+00:00,154.0,
2022-04-20 21:22:56+00:00,,18.48
2022-04-20 21:23:25+00:00,,18.48
2022-04-20 21:23:41+00:00,153.0,
2022-04-20 21:23:54+00:00,,18.48
2022-04-20 21:24:23+00:00,,18.36
2022-04-20 21:24:40+00:00,154.0,
2022-04-20 21:24:52+00:00,,18.48
2022-04-20 21:25:21+00:00,,18.48
2022-04-20 21:25:39+00:00,154.0,
2022-04-20 21:25:50+00:00,,18.48
2022-04-20 21:26:19+00:00,,18.48
2022-04-20 21:26:38+00:00,154.0,
2022-04-20 21:26:48+00:00,,18.48
2022-04-20 21:27:17+00:00,,18.48
2022-04-20 21:27:37+00:00,155.0,
2022-04-20 21:27:46+00:00,,18.48
2022-04-20 21:28:15+00:00,,18.48
2022-04-20 21:28:36+00:00,154.0,
2022-04-20 21:28:44+00:00,,18.48
2022-04-20 21:29:13+00:00,,18.48
2022-04-20 21:29:35+00:00,154.0,
2022-04-20 21:29:42+00:00,,18.48
2022-04-20 21:30:11+00:00,,18.48
2022-04-20 21:30:34+00:00,154.0,
2022-04-20 21:30:40+00:00,,18.48
2022-04-20 21:31:09+00:00,,18.36
2022-04-20 21:31:33+00:00,153.0,
2022-04-20 21:31:38+00:00,,18.48
2022-04-20 21:32:07+00:00,,18.48
2022-04-20 21:32:32+00:00,153.0,
2022-04-20 21:32:36+00:00,,18.48
2022-04-20 21:33:05+00:00,,18.36
2022-04-20 21:33:31+00:00,153.0,
2022-04-20 21:33:34+00:00,,18.36
2022-04-20 21:34:03+00:00,,18.48
2022-04-20 21:34:30+00:00,153.0,
2022-04-20 21:34:32+00:00,,18.48
2022-04-20 21:35:01+00:00,,18.36
2022-04-20 21:35:29+00:00,153.0,
2022-04-20 21:35:30+00:00,,18.36
2022-04-20 21:35:59+00:00,,18.36
2022-04-20 21:36:28+00:00,152.0,18.36
2022-04-20 21:36:57+00:00,,18.36
2022-04-20 21:37:26+00:00,,18.36
2022-04-20 21:37:27+00:00,153.0,
2022-04-20 21:37:55+00:00,,18.24
2022-04-20 21:38:24+00:00,,18.24
2022-04-20 21:38:26+00:00,152.0,
2022-04-20 21:38:53+00:00,,18.24
2022-04-20 21:39:22+00:00,,18.36
2022-04-20 21:39:25+00:00,152.0,
2022-04-20 21:39:51+00:00,,18.24
2022-04-20 21:40:20+00:00,,18.36
2022-04-20 21:40:24+00:00,153.0,
2022-04-20 21:40:49+00:00,,18.36
2022-04-20 21:41:18+00:00,,18.24
2022-04-20 21:41:23+00:00,152.0,
2022-04-20 21:41:47+00:00,,18.36
2022-04-20 21:42:16+00:00,,18.24
2022-04-20 21:42:22+00:00,153.0,
2022-04-20 21:42:45+00:00,,18.36
2022-04-20 21:43:14+00:00,,18.36
2022-04-20 21:43:21+00:00,153.0,
2022-04-20 21:43:43+00:00,,18.24
2022-04-20 21:44:12+00:00,,18.24
2022-04-20 21:44:20+00:00,152.0,
2022-04-20 21:44:41+00:00,,18.24
2022-04-20 21:45:10+00:00,,18.24
2022-04-20 21:45:19+00:00,152.0,
2022-04-20 21:45:39+00:00,,18.24
2022-04-20 21:46:08+00:00,,18.12
2022-04-20 21:46:18+00:00,151.0,
2022-04-20 21:46:37+00:00,,18.24
2022-04-20 21:47:06+00:00,,18.12
2022-04-20 21:47:17+00:00,151.0,
2022-04-20 21:47:35+00:00,,18.12
2022-04-20 21:48:04+00:00,,18.12
2022-04-20 21:48:16+00:00,152.0,
2022-04-20 21:48:33+00:00,,18.12
2022-04-20 21:49:02+00:00,,18.24
2022-04-20 21:49:15+00:00,152.0,
2022-04-20 21:49:31+00:00,,18.24
2022-04-20 21:50:00+00:00,,18.24
2022-04-20 21:50:14+00:00,152.0,
2022-04-20 21:50:29+00:00,,18.24
2022-04-20 21:50:58+00:00,,18.24
2022-04-20 21:51:13+00:00,152.0,
2022-04-20 21:51:27+00:00,,18.24
2022-04-20 21:51:56+00:00,,18.24
2022-04-20 21:52:12+00:00,153.0,
2022-04-20 21:52:25+00:00,,18.24
2022-04-20 21:52:54+00:00,,18.24
2022-04-20 21:53:11+00:00,153.0,
2022-04-20 21:53:23+00:00,,18.24
2022-04-20 21:53:52+00:00,,18.24
2022-04-20 21:54:10+00:00,152.0,
2022-04-20 21:54:22+00:00,,18.24
2022-04-20 21:54:51+00:00,,18.24
2022-04-20 21:55:09+00:00,152.0,
2022-04-20 21:55:20+00:00,,18.24
2022-04-20 21:55:49+00:00,,18.24
2022-04-20 21:56:08+00:00,152.0,
2022-04-20 21:56:18+00:00,,18.24
2022-04-20 21:56:47+00:00,,18.24
2022-04-20 21:57:07+00:00,152.0,
2022-04-20 21:57:16+00:00,,18.24
2022-04-20 21:57:45+00:00,,18.24
2022-04-20 21:58:06+00:00,152.0,
2022-04-20 21:58:14+00:00,,18.24
2022-04-20 21:58:43+00:00,,18.24
2022-04-20 21:59:05+00:00,152.0,
2022-04-20 21:59:12+00:00,,18.24
2022-04-20 21:59:41+00:00,,18.24
2022-04-20 22:00:04+00:00,152.0,
2022-04-20 22:00:10+00:00,,18.24
2022-04-20 22:00:39+00:00,,18.12
2022-04-20 22:01:03+00:00,151.0,
2022-04-20 22:01:08+00:00,,18.24
2022-04-20 22:01:37+00:00,,18.24
2022-04-20 22:02:02+00:00,152.0,
2022-04-20 22:02:06+00:00,,18.24
2022-04-20 22:02:35+00:00,,18.24
2022-04-20 22:03:01+00:00,153.0,
2022-04-20 22:03:04+00:00,,18.36
2022-04-20 22:03:33+00:00,,18.24
2022-04-20 22:04:00+00:00,152.0,
2022-04-20 22:04:02+00:00,,18.24
2022-04-20 22:04:31+00:00,,18.24
2022-04-20 22:04:59+00:00,152.0,
2022-04-20 22:05:00+00:00,,18.24
2022-04-20 22:05:29+00:00,,18.24
2022-04-20 22:05:58+00:00,152.0,18.24
2022-04-20 22:06:27+00:00,,18.24
2022-04-20 22:06:56+00:00,,18.24
2022-04-20 22:06:57+00:00,151.0,
2022-04-20 22:07:25+00:00,,18.24
2022-04-20 22:07:54+00:00,,18.24
2022-04-20 22:07:56+00:00,151.0,
2022-04-20 22:08:23+00:00,,18.12
2022-04-20 22:08:52+00:00,,18.24
2022-04-20 22:08:55+00:00,151.0,
2022-04-20 22:09:21+00:00,,18.12
2022-04-20 22:09:50+00:00,,18.12
2022-04-20 22:09:54+00:00,151.0,
2022-04-20 22:10:19+00:00,,18.12
2022-04-20 22:10:48+00:00,,18.12
2022-04-20 22:10:53+00:00,151.0,
2022-04-20 22:11:17+00:00,,18.12
2022-04-20 22:11:46+00:00,,18.12
2022-04-20 22:11:52+00:00,151.0,
2022-04-20 22:12:15+00:00,,18.12
2022-04-20 22:12:44+00:00,,18.12
2022-04-20 22:12:51+00:00,151.0,
2022-04-20 22:13:13+00:00,,18.12
2022-04-20 22:13:42+00:00,,18.12
2022-04-20 22:13:50+00:00,151.0,
2022-04-20 22:14:11+00:00,,18.12
2022-04-20 22:14:40+00:00,,18.12
2022-04-20 22:14:49+00:00,151.0,
2022-04-20 22:15:09+00:00,,18.12
2022-04-20 22:15:38+00:00,,18.12
2022-04-20 22:15:48+00:00,151.0,
2022-04-20 22:16:07+00:00,,18.12
2022-04-20 22:16:36+00:00,,18.0
2022-04-20 22:16:47+00:00,151.0,
2022-04-20 22:17:05+00:00,,18.12
2022-04-20 22:17:34+00:00,,18.12
2022-04-20 22:17:46+00:00,151.0,
2022-04-20 22:18:03+00:00,,18.12
2022-04-20 22:18:32+00:00,,18.12
2022-04-20 22:18:45+00:00,151.0,
2022-04-20 22:19:01+00:00,,18.12
2022-04-20 22:19:30+00:00,,18.24
2022-04-20 22:19:44+00:00,152.0,
2022-04-20 22:19:59+00:00,,18.24
2022-04-20 22:20:28+00:00,,18.24
2022-04-20 22:20:43+00:00,152.0,
2022-04-20 22:20:57+00:00,,18.24
2022-04-20 22:21:26+00:00,,18.24
2022-04-20 22:21:42+00:00,152.0,
2022-04-20 22:21:55+00:00,,18.24
2022-04-20 22:22:24+00:00,,18.24
2022-04-20 22:22:41+00:00,152.0,
2022-04-20 22:22:53+00:00,,18.24
2022-04-20 22:23:22+00:00,,18.24
2022-04-20 22:23:40+00:00,152.0,
2022-04-20 22:23:51+00:00,,18.24
2022-04-20 22:24:20+00:00,,18.24
2022-04-20 22:24:39+00:00,152.0,
2022-04-20 22:24:49+00:00,,18.36
2022-04-20 22:25:18+00:00,,18.36
2022-04-20 22:25:38+00:00,153.0,
2022-04-20 22:25:47+00:00,,18.36
2022-04-20 22:26:16+00:00,,18.36
2022-04-20 22:26:37+00:00,153.0,
2022-04-20 22:26:45+00:00,,18.36
2022-04-20 22:27:14+00:00,,18.36
2022-04-20 22:27:36+00:00,153.0,
2022-04-20 22:27:43+00:00,,18.36
2022-04-20 22:28:12+00:00,,18.36
2022-04-20 22:28:35+00:00,153.0,
2022-04-20 22:28:41+00:00,,18.36
2022-04-20 22:29:10+00:00,,18.36
2022-04-20 22:29:34+00:00,153.0,
2022-04-20 22:29:39+00:00,,18.36
2022-04-20 22:30:08+00:00,,18.36
2022-04-20 22:30:33+00:00,153.0,
2022-04-20 22:30:37+00:00,,18.36
2022-04-20 22:31:06+00:00,,18.36
2022-04-20 22:31:32+00:00,153.0,
2022-04-20 22:31:35+00:00,,18.36
2022-04-20 22:32:04+00:00,,18.48
2022-04-20 22:32:31+00:00,154.0,
2022-04-20 22:32:33+00:00,,18.48
2022-04-20 22:33:02+00:00,,18.48
2022-04-20 22:33:30+00:00,154.0,
2022-04-20 22:33:31+00:00,,18.48
2022-04-20 22:34:00+00:00,,18.48
2022-04-20 22:34:29+00:00,154.0,18.48
2022-04-20 22:34:58+00:00,,18.48
2022-04-20 22:35:27+00:00,,18.36
2022-04-20 22:35:28+00:00,154.0,
2022-04-20 22:35:56+00:00,,18.36
2022-04-20 22:36:25+00:00,,18.36
2022-04-20 22:36:27+00:00,153.0,
2022-04-20 22:36:54+00:00,,18.36
2022-04-20 22:37:23+00:00,,18.36
2022-04-20 22:37:26+00:00,153.0,
2022-04-20 22:37:52+00:00,,18.36
2022-04-20 22:38:21+00:00,,18.36
2022-04-20 22:38:25+00:00,153.0,
2022-04-20 22:38:50+00:00,,18.24
2022-04-20 22:39:19+00:00,,18.36
2022-04-20 22:39:24+00:00,152.0,
2022-04-20 22:39:48+00:00,,18.36
2022-04-20 22:40:17+00:00,,18.36
2022-04-20 22:40:23+00:00,153.0,
2022-04-20 22:40:46+00:00,,18.36
2022-04-20 22:41:15+00:00,,18.36
2022-04-20 22:41:22+00:00,153.0,
2022-04-20 22:41:44+00:00,,18.36
2022-04-20 22:42:13+00:00,,18.36
2022-04-20 22:42:21+00:00,154.0,
2022-04-20 22:42:42+00:00,,18.36
2022-04-20 22:43:11+00:00,,18.36
2022-04-20 22:43:20+00:00,153.0,
2022-04-20 22:43:40+00:00,,18.36
2022-04-20 22:44:09+00:00,,18.24
2022-04-20 22:44:19+00:00,152.0,
2022-04-20 22:44:38+00:00,,18.24
2022-04-20 22:45:07+00:00,,18.24
2022-04-20 22:45:18+00:00,152.0,
